hhid,cid,vid,uid,does_hh_own,does_hh_has_access,hh_head_age,hh_head_educ_years,hh_has_electricity,hh_any_od,baseline_access,baseline_ownership,treat_cat,any_treatment
302201,3108,302,3,0,0,80,1,,1,.55555558,.33333334,LPP+Subsidy+Supply,1
302115,3002,302,3,0,0,35,2,,1,.80645162,.61290324,LPP+Subsidy,1
302314,3109,302,3,0,0,26,2,,1,.35714287,.2857143,LPP+Subsidy,1
302605,3002,302,3,0,1,38,9,1,0,.80000001,.60000002,LPP+Subsidy,1
302327,3002,302,3,0,1,25,2,,0,.80645162,.61290324,LPP+Subsidy,1
302511,3002,302,3,1,1,35,2,1,0,.80000001,.60000002,LPP+Subsidy,1
302515,3002,302,3,0,0,24,13,,1,.80645162,.61290324,LPP+Subsidy,1
302607,3109,302,3,1,1,42,1,0,0,.30769232,.23076923,LPP+Subsidy,1
302312,3109,302,3,0,0,37,2,0,1,.38461539,.30769232,LPP+Subsidy,1
302112,3002,302,3,1,1,70,9,,0,.80645162,.61290324,LPP+Subsidy,1
302503,3002,302,3,1,1,32,2,,0,.80645162,.61290324,LPP+Subsidy,1
302125,3108,302,3,1,1,38,2,,0,.55555558,.33333334,LPP+Subsidy+Supply,1
302504,3002,302,3,0,0,40,1,1,1,.83333331,.63333333,LPP+Subsidy,1
302606,3002,302,3,1,1,42,9,,0,.80645162,.61290324,LPP+Subsidy,1
302525,3108,302,3,0,0,40,1,,1,.55555558,.33333334,LPP+Subsidy+Supply,1
303420,3135,303,3,1,1,27,8,,0,.46666667,.33333334,Control,0
303649,3005,303,3,0,0,52,1,0,1,.64285713,.5,Control,0
303290,3133,303,3,0,0,24,2,,1,.83783782,.75675678,Control,0
303558,3140,303,3,0,0,26,11,1,1,.8888889,.72222221,Control,0
303362,3137,303,3,0,0,40,2,0,1,.80769229,.73076922,Control,0
303415,3135,303,3,0,1,22,1,0,0,.42857143,.35714287,Control,0
303411,3135,303,3,1,1,34,9,,1,.46666667,.33333334,Control,0
303819,3003,303,3,0,0,28,1,,1,.59090906,.5,Control,0
303813,3133,303,3,1,1,65,1,,1,.83783782,.75675678,Control,0
303409,3135,303,3,0,0,25,1,0,1,.5,.35714287,Control,0
303120,3139,303,3,1,1,57,2,0,0,.89655173,.68965518,Control,0
303657,3138,303,3,0,1,32,2,,0,.2631579,.21052632,Control,0
303630,3137,303,3,1,1,34,12,1,0,.76923078,.69230771,Control,0
303263,3134,303,3,1,1,33,7,,0,.9375,.75,Control,0
303105,3004,303,3,0,1,62,2,,0,.5714286,.42857143,Control,0
303204,3139,303,3,0,0,36,2,0,1,.89655173,.68965518,Control,0
303106,3004,303,3,1,1,25,8,1,0,.60000002,.44999999,Control,0
303278,3133,303,3,0,1,22,9,,1,.83783782,.75675678,Control,0
303661,3138,303,3,0,0,35,2,0,1,.27777779,.22222222,Control,0
303347,3135,303,3,0,0,45,2,,1,.46666667,.33333334,Control,0
303300,3005,303,3,0,0,40,2,,1,.60000002,.46666667,Control,0
303909,3138,303,3,0,0,60,1,,1,.2631579,.21052632,Control,0
303171,3134,303,3,0,0,29,13,.m,1,.9375,.75,Control,0
303407,3135,303,3,1,1,25,2,,0,.46666667,.33333334,Control,0
303268,3134,303,3,1,1,44,2,0,0,.93333334,.73333335,Control,0
303377,3134,303,3,0,0,60,1,0,1,1,.80000001,Control,0
303337,3137,303,3,1,1,45,1,0,1,.80769229,.73076922,Control,0
303654,3138,303,3,0,0,45,12,,1,.2631579,.21052632,Control,0
303801,3132,303,3,0,0,62,1,0,1,.71428573,.6785714,Control,0
303260,3134,303,3,1,1,36,2,,0,.9375,.75,Control,0
303128,3004,303,3,1,1,65,2,,0,.5714286,.42857143,Control,0
303812,3133,303,3,0,1,32,1,1,1,.83333331,.75,Control,0
303642,3138,303,3,0,0,65,1,0,1,.27777779,.22222222,Control,0
303577,3133,303,3,1,1,35,2,0,0,.83333331,.75,Control,0
303423,3135,303,3,1,1,33,10,,0,.46666667,.33333334,Control,0
303440,3003,303,3,0,0,27,20,,1,.59090906,.5,Control,0
303471,3003,303,3,0,1,57,2,0,0,.5714286,.47619048,Control,0
303595,3133,303,3,0,1,48,2,1,0,.83333331,.77777779,Control,0
303818,3003,303,3,1,1,50,1,,0,.59090906,.5,Control,0
303463,3133,303,3,0,0,26,1,,1,.83783782,.75675678,Control,0
303700,3133,303,3,0,0,40,2,0,1,.8611111,.77777779,Control,0
303196,3133,303,3,1,1,25,10,1,0,.83333331,.75,Control,0
303346,3139,303,3,0,0,30,2,,1,.89999998,.69999999,Control,0
303285,3133,303,3,1,1,42,2,,0,.83783782,.75675678,Control,0
303612,3139,303,3,1,1,40,2,,0,.89999998,.69999999,Control,0
303475,3003,303,3,0,0,80,2,,1,.59090906,.5,Control,0
303571,3133,303,3,0,0,35,2,0,1,.8611111,.77777779,Control,0
303569,3133,303,3,0,0,45,1,,1,.83783782,.75675678,Control,0
303927,3005,303,3,1,1,38,1,0,1,.64285713,.5,Control,0
303483,3133,303,3,1,1,38,1,,0,.83783782,.75675678,Control,0
303666,3138,303,3,1,1,30,1,,1,.2631579,.21052632,Control,0
303639,3137,303,3,1,1,37,8,0,0,.76923078,.69230771,Control,0
303485,3133,303,3,0,0,27,8,,1,.83783782,.75675678,Control,0
303455,3133,303,3,1,1,40,2,0,0,.83333331,.75,Control,0
303402,3136,303,3,0,0,45,9,,1,.46666667,.33333334,Control,0
303623,3139,303,3,0,1,28,9,0,0,.89655173,.7241379,Control,0
303675,3136,303,3,0,0,36,2,0,1,.42857143,.2857143,Control,0
303522,3139,303,3,1,1,35,2,,0,.89999998,.69999999,Control,0
303470,3003,303,3,1,1,28,9,,0,.59090906,.5,Control,0
303230,3135,303,3,1,1,48,10,0,0,.42857143,.2857143,Control,0
303659,3138,303,3,0,1,39,2,0,1,.22222222,.22222222,Control,0
303416,3135,303,3,0,1,21,2,0,0,.42857143,.35714287,Control,0
303560,3140,303,3,0,0,70,1,,1,.89473683,.68421054,Control,0
303168,3132,303,3,1,1,80,2,1,0,.6785714,.64285713,Control,0
303282,3132,303,3,0,1,25,9,,0,.68965518,.65517241,Control,0
303199,3132,303,3,1,1,48,2,,0,.68965518,.65517241,Control,0
303590,3133,303,3,1,1,50,7,0,0,.8611111,.77777779,Control,0
303185,3132,303,3,1,1,47,1,0,1,.6785714,.64285713,Control,0
303482,3133,303,3,1,1,30,2,,0,.83783782,.75675678,Control,0
303430,3003,303,3,1,1,42,2,0,0,.5714286,.47619048,Control,0
303566,3139,303,3,1,1,35,2,,0,.89999998,.69999999,Control,0
303118,3004,303,3,1,1,22,8,,0,.5714286,.42857143,Control,0
303702,3132,303,3,0,0,23,7,,1,.68965518,.65517241,Control,0
303178,3132,303,3,1,1,35,8,,0,.68965518,.65517241,Control,0
303385,3133,303,3,1,1,30,9,,0,.83783782,.75675678,Control,0
303803,3132,303,3,0,0,44,2,,1,.68965518,.65517241,Control,0
303615,3139,303,3,0,1,34,13,,0,.89999998,.69999999,Control,0
303479,3133,303,3,0,0,50,2,0,1,.83333331,.75,Control,0
303433,3003,303,3,0,1,30,10,0,0,.5714286,.52380955,Control,0
303900,3139,303,3,0,1,35,2,,0,.89999998,.69999999,Control,0
303570,3133,303,3,0,0,43,2,,1,.83783782,.75675678,Control,0
303231,3135,303,3,0,0,31,1,,1,.46666667,.33333334,Control,0
303332,3005,303,3,1,1,45,2,,0,.60000002,.46666667,Control,0
303537,3139,303,3,1,1,40,12,,0,.89999998,.69999999,Control,0
303180,3132,303,3,1,1,76,1,,1,.68965518,.65517241,Control,0
303206,3139,303,3,0,0,33,9,,1,.89999998,.69999999,Control,0
303147,3004,303,3,1,1,30,15,1,0,.60000002,.44999999,Control,0
303592,3132,303,3,1,1,65,1,1,0,.6785714,.64285713,Control,0
303375,3136,303,3,1,1,50,2,,0,.46666667,.33333334,Control,0
303348,3137,303,3,0,0,29,9,0,1,.80769229,.73076922,Control,0
303921,3133,303,3,1,1,28,15,1,0,.83333331,.75,Control,0
303143,3004,303,3,0,1,25,1,0,0,.60000002,.44999999,Control,0
303508,3140,303,3,0,0,25,9,,1,.89473683,.68421054,Control,0
303526,3139,303,3,0,1,75,1,,0,.89999998,.69999999,Control,0
303286,3133,303,3,1,1,41,2,,0,.83783782,.75675678,Control,0
303261,3134,303,3,1,1,65,13,,0,.9375,.75,Control,0
303291,3132,303,3,1,1,33,2,,0,.68965518,.65517241,Control,0
303641,3138,303,3,1,1,62,12,0,0,.22222222,.16666667,Control,0
303131,3004,303,3,0,0,37,2,1,1,.60000002,.44999999,Control,0
303309,3005,303,3,0,0,35,2,,1,.60000002,.46666667,Control,0
303587,3133,303,3,0,0,65,1,,1,.83783782,.75675678,Control,0
303912,3138,303,3,1,1,32,2,0,0,.22222222,.16666667,Control,0
303652,3138,303,3,1,1,46,2,,0,.2631579,.21052632,Control,0
303214,3139,303,3,1,1,58,2,0,0,.89655173,.7241379,Control,0
303126,3004,303,3,0,0,40,2,1,1,.60000002,.44999999,Control,0
303904,3139,303,3,0,1,55,1,1,0,.89655173,.7241379,Control,0
303360,3137,303,3,1,1,50,1,,0,.77777779,.7037037,Control,0
303467,3003,303,3,0,1,75,2,,0,.59090906,.5,Control,0
303111,3004,303,3,0,0,20,10,1,1,.60000002,.44999999,Control,0
303262,3134,303,3,1,1,45,2,,0,.9375,.75,Control,0
303658,3138,303,3,1,1,70,2,,0,.2631579,.21052632,Control,0
303530,3139,303,3,0,1,25,11,,1,.89999998,.69999999,Control,0
303192,3133,303,3,1,1,65,1,1,0,.83333331,.75,Control,0
303224,3136,303,3,0,0,48,1,,1,.46666667,.33333334,Control,0
303344,3137,303,3,1,1,29,14,,0,.77777779,.7037037,Control,0
303806,3132,303,3,0,0,50,1,0,1,.71428573,.6785714,Control,0
303114,3004,303,3,1,1,44,1,1,0,.55000001,.40000001,Control,0
303635,3137,303,3,0,0,40,6,0,1,.80769229,.73076922,Control,0
303579,3133,303,3,1,1,38,2,,0,.83783782,.75675678,Control,0
303247,3136,303,3,0,0,24,2,0,1,.5,.35714287,Control,0
303686,3003,303,3,0,0,48,2,0,1,.61904764,.52380955,Control,0
303581,3133,303,3,0,0,18,18,,1,.83783782,.75675678,Control,0
303248,3136,303,3,0,0,21,1,,1,.46666667,.33333334,Control,0
303284,3133,303,3,1,1,60,1,,0,.83783782,.75675678,Control,0
303664,3138,303,3,0,0,38,8,0,1,.27777779,.22222222,Control,0
303355,3137,303,3,1,1,60,1,0,0,.76923078,.69230771,Control,0
303198,3132,303,3,0,0,40,1,1,1,.71428573,.6785714,Control,0
303456,3133,303,3,1,1,Missing,2,,0,.83783782,.75675678,Control,0
303646,3138,303,3,0,1,38,7,,1,.2631579,.21052632,Control,0
303674,3136,303,3,1,1,35,7,,1,.46666667,.33333334,Control,0
303130,3004,303,3,0,0,70,2,1,1,.55000001,.44999999,Control,0
303682,3136,303,3,0,0,28,2,0,1,.5,.35714287,Control,0
303452,3003,303,3,0,0,26,1,,1,.59090906,.5,Control,0
303406,3136,303,3,0,0,22,9,0,1,.42857143,.2857143,Control,0
303418,3135,303,3,0,0,60,1,,1,.46666667,.33333334,Control,0
303246,3136,303,3,0,1,35,2,,0,.46666667,.33333334,Control,0
303527,3139,303,3,1,1,28,2,,0,.89999998,.69999999,Control,0
303376,3134,303,3,1,1,70,2,1,0,.93333334,.73333335,Control,0
303221,3139,303,3,1,1,60,13,1,1,.89655173,.68965518,Control,0
303663,3138,303,3,0,0,75,1,0,1,.27777779,.22222222,Control,0
303920,3138,303,3,0,0,35,2,0,1,.27777779,.22222222,Control,0
303359,3137,303,3,0,0,50,1,,1,.77777779,.7037037,Control,0
303902,3136,303,3,1,1,32,2,0,0,.42857143,.2857143,Control,0
303129,3004,303,3,0,0,32,2,1,1,.60000002,.44999999,Control,0
303905,3005,303,3,1,1,50,9,1,0,.5714286,.42857143,Control,0
303586,3133,303,3,0,0,31,7,0,1,.83333331,.77777779,Control,0
303227,3135,303,3,0,0,52,2,0,1,.5,.35714287,Control,0
303517,3139,303,3,0,0,40,2,,1,.89999998,.69999999,Control,0
303292,3132,303,3,1,1,30,1,1,0,.6785714,.64285713,Control,0
303301,3005,303,3,0,0,60,1,0,1,.64285713,.5,Control,0
303193,3132,303,3,1,1,58,1,,0,.68965518,.65517241,Control,0
303458,3003,303,3,1,1,48,1,,0,.59090906,.5,Control,0
303655,3138,303,3,1,1,52,2,,0,.2631579,.21052632,Control,0
303307,3005,303,3,0,0,60,2,,1,.60000002,.46666667,Control,0
303209,3139,303,3,1,1,20,9,0,1,.89655173,.68965518,Control,0
303466,3003,303,3,0,1,22,8,0,0,.5714286,.47619048,Control,0
303640,3138,303,3,0,1,48,2,0,0,.22222222,.16666667,Control,0
303410,3135,303,3,0,0,34,2,,1,.46666667,.33333334,Control,0
303608,3139,303,3,1,1,29,2,1,0,.89655173,.68965518,Control,0
303907,3004,303,3,1,1,25,8,,0,.5714286,.42857143,Control,0
303104,3004,303,3,0,0,36,2,,1,.5714286,.42857143,Control,0
303910,3138,303,3,0,1,50,1,,0,.2631579,.21052632,Control,0
303191,3133,303,3,0,1,30,9,1,0,.83333331,.77777779,Control,0
303449,3003,303,3,0,0,32,2,0,1,.61904764,.52380955,Control,0
303414,3135,303,3,0,1,24,1,,0,.46666667,.33333334,Control,0
303429,3003,303,3,0,1,30,9,,0,.59090906,.5,Control,0
303677,3136,303,3,0,0,50,2,,1,.46666667,.33333334,Control,0
303692,3005,303,3,0,0,55,2,,1,.60000002,.46666667,Control,0
303464,3003,303,3,0,1,22,8,,1,.59090906,.5,Control,0
303460,3132,303,3,1,1,36,2,0,0,.6785714,.64285713,Control,0
303676,3136,303,3,1,1,36,2,,0,.46666667,.33333334,Control,0
303213,3139,303,3,1,1,38,12,,0,.89999998,.69999999,Control,0
303161,3132,303,3,1,1,37,2,0,0,.71428573,.6785714,Control,0
303603,3139,303,3,0,1,45,13,0,0,.89655173,.68965518,Control,0
303417,3135,303,3,1,1,30,2,0,0,.5,.35714287,Control,0
303298,3132,303,3,1,1,30,2,,0,.68965518,.65517241,Control,0
303805,3132,303,3,0,0,35,1,0,1,.71428573,.6785714,Control,0
303352,3137,303,3,1,1,46,2,0,0,.76923078,.69230771,Control,0
303684,3003,303,3,0,0,25,2,,1,.59090906,.5,Control,0
303361,3137,303,3,0,0,32,1,,1,.77777779,.7037037,Control,0
303809,3132,303,3,0,0,70,2,,1,.68965518,.65517241,Control,0
303241,3135,303,3,1,1,50,9,,0,.46666667,.33333334,Control,0
303669,3138,303,3,0,0,65,1,,1,.2631579,.21052632,Control,0
303403,3136,303,3,0,0,28,1,,1,.46666667,.33333334,Control,0
303645,3138,303,3,1,1,53,7,,0,.2631579,.21052632,Control,0
303469,3003,303,3,0,0,22,7,,1,.59090906,.5,Control,0
303228,3135,303,3,0,0,50,2,0,1,.5,.35714287,Control,0
303574,3133,303,3,1,1,20,2,,0,.83783782,.75675678,Control,0
303511,3140,303,3,0,0,38,2,1,1,.94444442,.72222221,Control,0
303634,3137,303,3,1,1,35,2,,0,.77777779,.7037037,Control,0
303225,3135,303,3,0,0,42,2,0,1,.5,.35714287,Control,0
303264,3134,303,3,0,1,28,14,,0,.9375,.75,Control,0
303567,3133,303,3,1,1,50,2,0,0,.83333331,.75,Control,0
303356,3137,303,3,0,0,45,1,,1,.77777779,.7037037,Control,0
303585,3133,303,3,1,1,60,2,,0,.83783782,.75675678,Control,0
303523,3139,303,3,1,1,46,9,1,0,.89655173,.68965518,Control,0
303167,3132,303,3,0,1,75,1,,0,.68965518,.65517241,Control,0
303800,3132,303,3,1,1,35,2,,0,.68965518,.65517241,Control,0
303689,3003,303,3,0,0,50,2,,1,.59090906,.5,Control,0
303559,3140,303,3,0,0,28,10,1,1,.8888889,.66666669,Control,0
303160,3132,303,3,0,1,55,1,,0,.68965518,.65517241,Control,0
303439,3003,303,3,0,1,81,8,0,0,.5714286,.47619048,Control,0
303275,3133,303,3,1,1,48,2,,0,.83783782,.75675678,Control,0
303331,3005,303,3,0,0,25,13,0,1,.5714286,.5,Control,0
303148,3004,303,3,0,0,60,8,,1,.5714286,.42857143,Control,0
303539,3140,303,3,1,1,40,2,,0,.89473683,.68421054,Control,0
303614,3139,303,3,0,1,67,1,1,0,.89655173,.7241379,Control,0
303911,3138,303,3,0,1,45,1,,0,.2631579,.21052632,Control,0
303447,3003,303,3,1,1,40,2,,0,.59090906,.5,Control,0
303222,3139,303,3,1,1,22,17,1,0,.89655173,.68965518,Control,0
303305,3005,303,3,1,1,45,1,,0,.60000002,.46666667,Control,0
303304,3005,303,3,0,0,62,2,0,1,.64285713,.5,Control,0
303306,3005,303,3,1,1,55,2,0,0,.5714286,.42857143,Control,0
303310,3005,303,3,0,0,32,2,,1,.60000002,.46666667,Control,0
303312,3005,303,3,0,0,65,1,0,1,.64285713,.5,Control,0
303303,3005,303,3,0,0,30,9,,1,.60000002,.46666667,Control,0
303484,3133,303,3,0,1,23,2,0,0,.83333331,.75,Control,0
303476,3133,303,3,0,0,30,2,,1,.83783782,.75675678,Control,0
303695,3003,303,3,1,1,60,1,,1,.59090906,.5,Control,0
303107,3004,303,3,0,1,60,8,1,0,.60000002,.44999999,Control,0
303638,3137,303,3,1,1,30,8,0,0,.80769229,.73076922,Control,0
303678,3136,303,3,0,0,75,2,,1,.46666667,.33333334,Control,0
303926,3003,303,3,0,0,45,2,0,1,.61904764,.52380955,Control,0
303444,3003,303,3,1,1,25,9,,0,.59090906,.5,Control,0
303379,3134,303,3,1,1,50,1,0,0,.93333334,.73333335,Control,0
303665,3138,303,3,1,1,26,2,,1,.2631579,.21052632,Control,0
303668,3138,303,3,1,1,50,1,0,1,.27777779,.22222222,Control,0
303426,3003,303,3,0,0,30,2,,1,.59090906,.5,Control,0
303610,3139,303,3,1,1,37,9,0,0,.93103451,.7241379,Control,0
303165,3133,303,3,1,1,40,1,,0,.83783782,.75675678,Control,0
303437,3003,303,3,1,1,72,1,0,0,.5714286,.47619048,Control,0
303687,3003,303,3,0,0,35,9,,1,.59090906,.5,Control,0
303679,3136,303,3,1,1,40,2,,0,.46666667,.33333334,Control,0
303190,3133,303,3,0,1,35,2,,0,.83783782,.75675678,Control,0
303436,3003,303,3,1,1,35,1,,0,.59090906,.5,Control,0
303169,3134,303,3,0,0,27,12,,1,.9375,.75,Control,0
303205,3139,303,3,0,0,40,3,,1,.89999998,.69999999,Control,0
303445,3003,303,3,1,1,39,9,,0,.59090906,.5,Control,0
303325,3005,303,3,1,1,40,2,0,0,.5714286,.42857143,Control,0
303197,3133,303,3,0,0,65,1,,1,.83783782,.75675678,Control,0
303267,3134,303,3,0,1,34,1,,1,.9375,.75,Control,0
303115,3004,303,3,0,1,26,2,,0,.5714286,.42857143,Control,0
303108,3004,303,3,1,1,34,12,,0,.5714286,.42857143,Control,0
303547,3140,303,3,1,1,50,8,,0,.89473683,.68421054,Control,0
303557,3140,303,3,0,0,50,2,1,1,.8888889,.66666669,Control,0
303318,3005,303,3,1,1,36,13,,0,.60000002,.46666667,Control,0
303553,3140,303,3,1,1,24,2,,0,.89473683,.68421054,Control,0
303453,3133,303,3,1,1,30,8,1,0,.83333331,.75,Control,0
303289,3133,303,3,1,1,33,2,,0,.83783782,.75675678,Control,0
303694,3003,303,3,0,0,46,12,0,1,.61904764,.52380955,Control,0
303404,3136,303,3,0,0,50,1,0,1,.5,.35714287,Control,0
303366,3136,303,3,1,1,80,1,,0,.46666667,.33333334,Control,0
303297,3132,303,3,1,1,38,2,1,0,.6785714,.64285713,Control,0
303435,3003,303,3,1,1,52,2,0,0,.5714286,.47619048,Control,0
303145,3004,303,3,0,0,29,2,,1,.5714286,.42857143,Control,0
303316,3005,303,3,0,0,32,9,,1,.60000002,.46666667,Control,0
303650,3138,303,3,0,0,85,1,0,1,.27777779,.22222222,Control,0
303157,3132,303,3,1,1,55,9,1,0,.6785714,.64285713,Control,0
303441,3003,303,3,0,0,44,2,,1,.59090906,.5,Control,0
303378,3134,303,3,0,0,60,1,0,1,.93333334,.73333335,Control,0
303506,3140,303,3,1,1,80,1,,0,.89473683,.68421054,Control,0
303354,3137,303,3,1,1,41,2,,0,.77777779,.7037037,Control,0
303413,3135,303,3,1,1,47,2,,0,.46666667,.33333334,Control,0
303234,3136,303,3,0,0,35,1,,1,.46666667,.33333334,Control,0
303454,3133,303,3,1,1,28,5,,0,.83783782,.75675678,Control,0
303112,3004,303,3,0,0,26,Missing,1,1,.60000002,.44999999,Control,0
303272,3133,303,3,0,1,35,11,1,1,.83333331,.75,Control,0
303512,3140,303,3,1,1,35,1,,0,.89473683,.68421054,Control,0
303533,3139,303,3,1,1,32,15,,1,.89999998,.69999999,Control,0
303596,3133,303,3,0,1,50,15,1,0,.83333331,.75,Control,0
303154,3134,303,3,0,0,30,18,,1,.9375,.75,Control,0
303328,3005,303,3,1,1,40,2,0,0,.5714286,.5,Control,0
303554,3140,303,3,0,1,60,2,0,0,.8888889,.72222221,Control,0
303916,3138,303,3,0,0,48,2,0,1,.27777779,.22222222,Control,0
303667,3138,303,3,1,1,26,1,,1,.2631579,.21052632,Control,0
303538,3140,303,3,1,1,40,10,,1,.89473683,.68421054,Control,0
303374,3136,303,3,1,1,42,2,,0,.46666667,.33333334,Control,0
303811,3133,303,3,1,1,45,1,0,1,.83333331,.75,Control,0
303419,3135,303,3,0,0,22,9,0,1,.5,.35714287,Control,0
303427,3003,303,3,0,1,26,10,,0,.59090906,.5,Control,0
303183,3132,303,3,1,1,45,1,,1,.68965518,.65517241,Control,0
303481,3133,303,3,1,1,40,9,,0,.83783782,.75675678,Control,0
303251,3134,303,3,0,0,34,9,0,1,.93333334,.73333335,Control,0
303142,3004,303,3,0,1,37,Missing,,0,.5714286,.42857143,Control,0
303311,3005,303,3,1,1,45,1,,0,.60000002,.46666667,Control,0
303914,3138,303,3,0,0,70,1,0,1,.27777779,.22222222,Control,0
303555,3140,303,3,1,1,35,2,1,0,.8888889,.66666669,Control,0
303116,3004,303,3,0,1,45,2,,0,.5714286,.42857143,Control,0
303457,3003,303,3,1,1,27,8,,0,.59090906,.5,Control,0
303601,3139,303,3,1,1,23,9,0,0,.89655173,.7241379,Control,0
303472,3003,303,3,1,1,65,2,0,0,.5714286,.47619048,Control,0
303159,3132,303,3,1,1,70,2,0,0,.6785714,.64285713,Control,0
303478,3133,303,3,0,0,55,2,,1,.83783782,.75675678,Control,0
303158,3132,303,3,0,1,28,13,,0,.68965518,.65517241,Control,0
303233,3136,303,3,0,0,31,1,.m,1,.46666667,.33333334,Control,0
303578,3133,303,3,0,1,60,1,,0,.83783782,.75675678,Control,0
303405,3136,303,3,0,0,55,12,,1,.46666667,.33333334,Control,0
303276,3133,303,3,0,1,25,2,,0,.83783782,.75675678,Control,0
303532,3139,303,3,1,1,27,6,1,0,.89655173,.68965518,Control,0
303428,3003,303,3,1,1,50,2,,0,.59090906,.5,Control,0
303556,3140,303,3,1,1,41,2,,0,.89473683,.68421054,Control,0
303135,3004,303,3,0,1,45,1,0,1,.55000001,.44999999,Control,0
303226,3135,303,3,0,0,48,1,0,1,.5,.35714287,Control,0
303528,3139,303,3,0,1,30,13,,0,.89999998,.69999999,Control,0
303283,3132,303,3,1,1,49,1,1,0,.6785714,.64285713,Control,0
303194,3133,303,3,1,1,28,5,,0,.83783782,.75675678,Control,0
303113,3004,303,3,0,0,55,1,,1,.5714286,.42857143,Control,0
303814,3133,303,3,0,1,50,Missing,,0,.83783782,.75675678,Control,0
303591,3133,303,3,0,1,23,2,,0,.83783782,.75675678,Control,0
303448,3003,303,3,1,1,49,9,,0,.59090906,.5,Control,0
303589,3133,303,3,1,1,35,20,1,0,.83333331,.75,Control,0
303572,3133,303,3,1,1,60,2,,0,.83783782,.75675678,Control,0
303656,3138,303,3,1,1,65,1,,0,.2631579,.21052632,Control,0
303408,3135,303,3,0,1,50,2,,0,.46666667,.33333334,Control,0
303681,3136,303,3,1,1,34,12,,0,.46666667,.33333334,Control,0
303315,3005,303,3,1,1,26,14,,0,.60000002,.46666667,Control,0
303162,3132,303,3,1,1,30,2,,0,.68965518,.65517241,Control,0
303184,3132,303,3,0,1,27,6,,1,.68965518,.65517241,Control,0
303540,3140,303,3,1,1,37,2,1,0,.8888889,.66666669,Control,0
303513,3140,303,3,0,1,75,2,,0,.89473683,.68421054,Control,0
303235,3136,303,3,0,0,30,2,,1,.46666667,.33333334,Control,0
303317,3005,303,3,1,1,43,13,,0,.60000002,.46666667,Control,0
303324,3005,303,3,0,1,57,2,,0,.60000002,.46666667,Control,0
303217,3139,303,3,0,0,70,1,,1,.89999998,.69999999,Control,0
303816,3003,303,3,1,1,55,1,,1,.59090906,.5,Control,0
303302,3005,303,3,0,0,50,9,,1,.60000002,.46666667,Control,0
303172,3134,303,3,0,0,45,15,,1,.9375,.75,Control,0
303146,3004,303,3,1,1,50,8,1,0,.55000001,.40000001,Control,0
303200,3137,303,3,1,1,40,9,,0,.77777779,.7037037,Control,0
303330,3005,303,3,0,0,21,9,,1,.60000002,.46666667,Control,0
303412,3135,303,3,1,1,45,2,,0,.46666667,.33333334,Control,0
303477,3133,303,3,0,0,50,1,,1,.83783782,.75675678,Control,0
303450,3003,303,3,0,0,38,2,,1,.59090906,.5,Control,0
303280,3133,303,3,0,0,35,9,,1,.83783782,.75675678,Control,0
303287,3133,303,3,1,1,42,2,0,0,.83333331,.75,Control,0
303259,3134,303,3,0,1,45,2,,0,.9375,.75,Control,0
303223,3136,303,3,0,0,49,1,0,1,.5,.35714287,Control,0
303323,3005,303,3,1,1,38,2,0,0,.5714286,.42857143,Control,0
303425,3003,303,3,0,0,46,2,0,1,.61904764,.52380955,Control,0
303421,3135,303,3,1,1,43,10,0,0,.42857143,.2857143,Control,0
303335,3137,303,3,1,1,30,11,,0,.77777779,.7037037,Control,0
303918,3138,303,3,0,0,32,1,0,1,.27777779,.22222222,Control,0
303442,3003,303,3,1,1,31,2,0,1,.5714286,.47619048,Control,0
303326,3005,303,3,1,1,35,1,,0,.60000002,.46666667,Control,0
303446,3003,303,3,1,1,35,1,,0,.59090906,.5,Control,0
303810,3132,303,3,0,0,32,1,0,1,.71428573,.6785714,Control,0
303237,3136,303,3,0,0,40,1,,1,.46666667,.33333334,Control,0
303338,3137,303,3,1,1,35,9,1,0,.76923078,.69230771,Control,0
303516,3140,303,3,0,0,75,2,,1,.89473683,.68421054,Control,0
303459,3133,303,3,1,1,47,2,,0,.83783782,.75675678,Control,0
303271,3133,303,3,1,1,50,14,,1,.83783782,.75675678,Control,0
303219,3139,303,3,0,1,24,12,,1,.89999998,.69999999,Control,0
303353,3137,303,3,0,1,75,1,0,0,.76923078,.73076922,Control,0
303243,3136,303,3,0,1,30,14,,0,.46666667,.33333334,Control,0
303236,3136,303,3,0,0,35,1,,1,.46666667,.33333334,Control,0
303622,3139,303,3,0,1,26,8,,0,.89999998,.69999999,Control,0
303651,3138,303,3,0,0,30,2,,1,.2631579,.21052632,Control,0
303541,3140,303,3,0,1,27,12,1,0,.8888889,.72222221,Control,0
303195,3133,303,3,1,1,26,2,,0,.83783782,.75675678,Control,0
303473,3003,303,3,0,0,32,2,,1,.59090906,.5,Control,0
303372,3136,303,3,0,0,23,14,0,1,.42857143,.35714287,Control,0
303308,3005,303,3,0,0,40,2,,1,.60000002,.46666667,Control,0
303653,3138,303,3,0,0,55,2,,1,.2631579,.21052632,Control,0
303119,3004,303,3,1,1,26,7,,1,.5714286,.42857143,Control,0
303134,3004,303,3,0,1,80,1,,0,.5714286,.42857143,Control,0
303299,3132,303,3,0,1,65,2,1,0,.6785714,.64285713,Control,0
303619,3139,303,3,1,1,47,7,0,0,.89655173,.68965518,Control,0
303919,3138,303,3,0,0,50,2,0,1,.27777779,.22222222,Control,0
