hhid,cid,vid,uid,does_hh_own,does_hh_has_access,hh_head_age,hh_head_educ_years,hh_has_electricity,hh_any_od,baseline_access,baseline_ownership,treat_cat,any_treatment,hh_head_age_flag_outlier,hh_head_educ_years_flag_outlier
302600,3002,302,3,1,1,35.0,2.0,0.0,0,0.80000001,0.60000002,LPP+Subsidy,1,0,0
302308,3109,302,3,0,0,39.0,1.0,0.0,1,0.38461539,0.30769232,LPP+Subsidy,1,0,0
302612,3002,302,3,0,1,66.0,1.0,,0,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302204,3002,302,3,1,1,43.0,6.0,,0,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302202,3108,302,3,0,0,43.0,9.0,0.0,1,0.625,0.375,LPP+Subsidy+Supply,1,0,0
302626,3108,302,3,0,1,26.0,2.0,,0,0.55555558,0.33333334,LPP+Subsidy+Supply,1,0,0
302615,3002,302,3,0,1,26.0,13.0,,0,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302300,3109,302,3,0,0,37.0,2.0,0.0,1,0.38461539,0.30769232,LPP+Subsidy,1,0,0
302602,3002,302,3,0,0,60.0,1.0,,1,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302609,3109,302,3,1,1,42.0,2.0,1.0,0,0.30769232,0.23076923,LPP+Subsidy,1,0,0
302104,3002,302,3,0,0,52.0,1.0,1.0,1,0.83333331,0.63333333,LPP+Subsidy,1,0,0
302329,3002,302,3,1,1,45.0,2.0,0.0,0,0.80000001,0.60000002,LPP+Subsidy,1,0,0
302519,3108,302,3,0,0,24.0,2.0,,1,0.55555558,0.33333334,LPP+Subsidy+Supply,1,0,0
302121,3108,302,3,0,0,31.0,2.0,1.0,1,0.5,0.25,LPP+Subsidy+Supply,1,0,0
302328,3002,302,3,0,1,24.0,2.0,,0,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302510,3109,302,3,0,0,40.0,1.0,,1,0.35714287,0.2857143,LPP+Subsidy,1,0,0
302507,3002,302,3,1,1,30.0,9.0,,0,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302522,3108,302,3,0,0,26.0,1.0,0.0,1,0.5,0.375,LPP+Subsidy+Supply,1,0,0
302307,3109,302,3,0,0,28.0,2.0,0.0,1,0.38461539,0.30769232,LPP+Subsidy,1,0,0
302318,3109,302,3,0,0,23.0,6.0,,1,0.35714287,0.2857143,LPP+Subsidy,1,0,0
302304,3109,302,3,0,0,47.0,1.0,,1,0.35714287,0.2857143,LPP+Subsidy,1,0,0
302106,3002,302,3,1,1,39.0,14.0,,0,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302116,3002,302,3,0,0,28.0,9.0,1.0,1,0.80000001,0.63333333,LPP+Subsidy,1,0,0
302517,3002,302,3,0,0,35.0,2.0,0.0,1,0.83333331,0.63333333,LPP+Subsidy,1,0,0
302119,3002,302,3,0,0,37.0,9.0,,1,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302203,3108,302,3,0,0,38.0,1.0,,1,0.55555558,0.33333334,LPP+Subsidy+Supply,1,0,0
302505,3002,302,3,1,1,52.0,18.0,,0,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302301,3109,302,3,0,0,45.0,2.0,,1,0.35714287,0.2857143,LPP+Subsidy,1,0,0
302516,3108,302,3,1,1,35.0,8.0,,0,0.55555558,0.33333334,LPP+Subsidy+Supply,1,0,0
302514,3002,302,3,1,1,62.0,1.0,,0,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302100,3002,302,3,0,0,31.0,2.0,,1,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302303,3109,302,3,0,0,49.0,2.0,0.0,1,0.38461539,0.30769232,LPP+Subsidy,1,0,0
302122,3108,302,3,0,0,60.0,1.0,1.0,1,0.5,0.375,LPP+Subsidy+Supply,1,0,0
302508,3002,302,3,0,1,65.0,15.0,,0,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302624,3108,302,3,0,0,25.0,2.0,0.0,1,0.625,0.375,LPP+Subsidy+Supply,1,0,0
302325,3109,302,3,1,1,33.0,2.0,,0,0.35714287,0.2857143,LPP+Subsidy,1,0,0
302320,3109,302,3,1,1,32.0,9.0,1.0,0,0.30769232,0.23076923,LPP+Subsidy,1,0,0
302608,3109,302,3,1,1,45.0,2.0,,0,0.35714287,0.2857143,LPP+Subsidy,1,0,0
302402,3002,302,3,1,1,40.0,1.0,1.0,0,0.80000001,0.60000002,LPP+Subsidy,1,0,0
302625,3108,302,3,0,0,50.0,1.0,,1,0.55555558,0.33333334,LPP+Subsidy+Supply,1,0,0
302623,3108,302,3,0,0,24.0,2.0,0.0,1,0.5,0.25,LPP+Subsidy+Supply,1,0,0
302110,3002,302,3,0,0,30.0,8.0,,1,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302201,3108,302,3,0,0,80.0,1.0,,1,0.55555558,0.33333334,LPP+Subsidy+Supply,1,0,0
302115,3002,302,3,0,0,35.0,2.0,,1,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302314,3109,302,3,0,0,26.0,2.0,,1,0.35714287,0.2857143,LPP+Subsidy,1,0,0
302605,3002,302,3,0,1,38.0,9.0,1.0,0,0.80000001,0.60000002,LPP+Subsidy,1,0,0
302327,3002,302,3,0,1,25.0,2.0,,0,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302511,3002,302,3,1,1,35.0,2.0,1.0,0,0.80000001,0.60000002,LPP+Subsidy,1,0,0
302515,3002,302,3,0,0,24.0,13.0,,1,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302607,3109,302,3,1,1,42.0,1.0,0.0,0,0.30769232,0.23076923,LPP+Subsidy,1,0,0
302312,3109,302,3,0,0,37.0,2.0,0.0,1,0.38461539,0.30769232,LPP+Subsidy,1,0,0
302112,3002,302,3,1,1,70.0,9.0,,0,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302503,3002,302,3,1,1,32.0,2.0,,0,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302125,3108,302,3,1,1,38.0,2.0,,0,0.55555558,0.33333334,LPP+Subsidy+Supply,1,0,0
302504,3002,302,3,0,0,40.0,1.0,1.0,1,0.83333331,0.63333333,LPP+Subsidy,1,0,0
302606,3002,302,3,1,1,42.0,9.0,,0,0.80645162,0.61290324,LPP+Subsidy,1,0,0
302525,3108,302,3,0,0,40.0,1.0,,1,0.55555558,0.33333334,LPP+Subsidy+Supply,1,0,0
303420,3135,303,3,1,1,27.0,8.0,,0,0.46666667,0.33333334,Control,0,0,0
303649,3005,303,3,0,0,52.0,1.0,0.0,1,0.64285713,0.5,Control,0,0,0
303290,3133,303,3,0,0,24.0,2.0,,1,0.83783782,0.75675678,Control,0,0,0
303558,3140,303,3,0,0,26.0,11.0,1.0,1,0.8888889,0.72222221,Control,0,0,0
303362,3137,303,3,0,0,40.0,2.0,0.0,1,0.80769229,0.73076922,Control,0,0,0
303415,3135,303,3,0,1,22.0,1.0,0.0,0,0.42857143,0.35714287,Control,0,0,0
303411,3135,303,3,1,1,34.0,9.0,,1,0.46666667,0.33333334,Control,0,0,0
303819,3003,303,3,0,0,28.0,1.0,,1,0.59090906,0.5,Control,0,0,0
303813,3133,303,3,1,1,65.0,1.0,,1,0.83783782,0.75675678,Control,0,0,0
303409,3135,303,3,0,0,25.0,1.0,0.0,1,0.5,0.35714287,Control,0,0,0
303120,3139,303,3,1,1,57.0,2.0,0.0,0,0.89655173,0.68965518,Control,0,0,0
303657,3138,303,3,0,1,32.0,2.0,,0,0.2631579,0.21052632,Control,0,0,0
303630,3137,303,3,1,1,34.0,12.0,1.0,0,0.76923078,0.69230771,Control,0,0,0
303263,3134,303,3,1,1,33.0,7.0,,0,0.9375,0.75,Control,0,0,0
303105,3004,303,3,0,1,62.0,2.0,,0,0.5714286,0.42857143,Control,0,0,0
303204,3139,303,3,0,0,36.0,2.0,0.0,1,0.89655173,0.68965518,Control,0,0,0
303106,3004,303,3,1,1,25.0,8.0,1.0,0,0.60000002,0.44999999,Control,0,0,0
303278,3133,303,3,0,1,22.0,9.0,,1,0.83783782,0.75675678,Control,0,0,0
303661,3138,303,3,0,0,35.0,2.0,0.0,1,0.27777779,0.22222222,Control,0,0,0
303347,3135,303,3,0,0,45.0,2.0,,1,0.46666667,0.33333334,Control,0,0,0
303300,3005,303,3,0,0,40.0,2.0,,1,0.60000002,0.46666667,Control,0,0,0
303909,3138,303,3,0,0,60.0,1.0,,1,0.2631579,0.21052632,Control,0,0,0
303171,3134,303,3,0,0,29.0,13.0,,1,0.9375,0.75,Control,0,0,0
303407,3135,303,3,1,1,25.0,2.0,,0,0.46666667,0.33333334,Control,0,0,0
303268,3134,303,3,1,1,44.0,2.0,0.0,0,0.93333334,0.73333335,Control,0,0,0
303377,3134,303,3,0,0,60.0,1.0,0.0,1,1.0,0.80000001,Control,0,0,0
303337,3137,303,3,1,1,45.0,1.0,0.0,1,0.80769229,0.73076922,Control,0,0,0
303654,3138,303,3,0,0,45.0,12.0,,1,0.2631579,0.21052632,Control,0,0,0
303801,3132,303,3,0,0,62.0,1.0,0.0,1,0.71428573,0.6785714,Control,0,0,0
303260,3134,303,3,1,1,36.0,2.0,,0,0.9375,0.75,Control,0,0,0
303128,3004,303,3,1,1,65.0,2.0,,0,0.5714286,0.42857143,Control,0,0,0
303812,3133,303,3,0,1,32.0,1.0,1.0,1,0.83333331,0.75,Control,0,0,0
303642,3138,303,3,0,0,65.0,1.0,0.0,1,0.27777779,0.22222222,Control,0,0,0
303577,3133,303,3,1,1,35.0,2.0,0.0,0,0.83333331,0.75,Control,0,0,0
303423,3135,303,3,1,1,33.0,10.0,,0,0.46666667,0.33333334,Control,0,0,0
303440,3003,303,3,0,0,27.0,20.0,,1,0.59090906,0.5,Control,0,0,0
303471,3003,303,3,0,1,57.0,2.0,0.0,0,0.5714286,0.47619048,Control,0,0,0
303595,3133,303,3,0,1,48.0,2.0,1.0,0,0.83333331,0.77777779,Control,0,0,0
303818,3003,303,3,1,1,50.0,1.0,,0,0.59090906,0.5,Control,0,0,0
303463,3133,303,3,0,0,26.0,1.0,,1,0.83783782,0.75675678,Control,0,0,0
303700,3133,303,3,0,0,40.0,2.0,0.0,1,0.8611111,0.77777779,Control,0,0,0
303196,3133,303,3,1,1,25.0,10.0,1.0,0,0.83333331,0.75,Control,0,0,0
303346,3139,303,3,0,0,30.0,2.0,,1,0.89999998,0.69999999,Control,0,0,0
303285,3133,303,3,1,1,42.0,2.0,,0,0.83783782,0.75675678,Control,0,0,0
303612,3139,303,3,1,1,40.0,2.0,,0,0.89999998,0.69999999,Control,0,0,0
303475,3003,303,3,0,0,80.0,2.0,,1,0.59090906,0.5,Control,0,0,0
303571,3133,303,3,0,0,35.0,2.0,0.0,1,0.8611111,0.77777779,Control,0,0,0
303569,3133,303,3,0,0,45.0,1.0,,1,0.83783782,0.75675678,Control,0,0,0
303927,3005,303,3,1,1,38.0,1.0,0.0,1,0.64285713,0.5,Control,0,0,0
303483,3133,303,3,1,1,38.0,1.0,,0,0.83783782,0.75675678,Control,0,0,0
303666,3138,303,3,1,1,30.0,1.0,,1,0.2631579,0.21052632,Control,0,0,0
303639,3137,303,3,1,1,37.0,8.0,0.0,0,0.76923078,0.69230771,Control,0,0,0
303485,3133,303,3,0,0,27.0,8.0,,1,0.83783782,0.75675678,Control,0,0,0
303455,3133,303,3,1,1,40.0,2.0,0.0,0,0.83333331,0.75,Control,0,0,0
303402,3136,303,3,0,0,45.0,9.0,,1,0.46666667,0.33333334,Control,0,0,0
303623,3139,303,3,0,1,28.0,9.0,0.0,0,0.89655173,0.7241379,Control,0,0,0
303675,3136,303,3,0,0,36.0,2.0,0.0,1,0.42857143,0.2857143,Control,0,0,0
303522,3139,303,3,1,1,35.0,2.0,,0,0.89999998,0.69999999,Control,0,0,0
303470,3003,303,3,1,1,28.0,9.0,,0,0.59090906,0.5,Control,0,0,0
303230,3135,303,3,1,1,48.0,10.0,0.0,0,0.42857143,0.2857143,Control,0,0,0
303659,3138,303,3,0,1,39.0,2.0,0.0,1,0.22222222,0.22222222,Control,0,0,0
303416,3135,303,3,0,1,21.0,2.0,0.0,0,0.42857143,0.35714287,Control,0,0,0
303560,3140,303,3,0,0,70.0,1.0,,1,0.89473683,0.68421054,Control,0,0,0
303168,3132,303,3,1,1,80.0,2.0,1.0,0,0.6785714,0.64285713,Control,0,0,0
303282,3132,303,3,0,1,25.0,9.0,,0,0.68965518,0.65517241,Control,0,0,0
303199,3132,303,3,1,1,48.0,2.0,,0,0.68965518,0.65517241,Control,0,0,0
303590,3133,303,3,1,1,50.0,7.0,0.0,0,0.8611111,0.77777779,Control,0,0,0
303185,3132,303,3,1,1,47.0,1.0,0.0,1,0.6785714,0.64285713,Control,0,0,0
303482,3133,303,3,1,1,30.0,2.0,,0,0.83783782,0.75675678,Control,0,0,0
303430,3003,303,3,1,1,42.0,2.0,0.0,0,0.5714286,0.47619048,Control,0,0,0
303566,3139,303,3,1,1,35.0,2.0,,0,0.89999998,0.69999999,Control,0,0,0
303118,3004,303,3,1,1,22.0,8.0,,0,0.5714286,0.42857143,Control,0,0,0
303702,3132,303,3,0,0,23.0,7.0,,1,0.68965518,0.65517241,Control,0,0,0
303178,3132,303,3,1,1,35.0,8.0,,0,0.68965518,0.65517241,Control,0,0,0
303385,3133,303,3,1,1,30.0,9.0,,0,0.83783782,0.75675678,Control,0,0,0
303803,3132,303,3,0,0,44.0,2.0,,1,0.68965518,0.65517241,Control,0,0,0
303615,3139,303,3,0,1,34.0,13.0,,0,0.89999998,0.69999999,Control,0,0,0
303479,3133,303,3,0,0,50.0,2.0,0.0,1,0.83333331,0.75,Control,0,0,0
303433,3003,303,3,0,1,30.0,10.0,0.0,0,0.5714286,0.52380955,Control,0,0,0
303900,3139,303,3,0,1,35.0,2.0,,0,0.89999998,0.69999999,Control,0,0,0
303570,3133,303,3,0,0,43.0,2.0,,1,0.83783782,0.75675678,Control,0,0,0
303231,3135,303,3,0,0,31.0,1.0,,1,0.46666667,0.33333334,Control,0,0,0
303332,3005,303,3,1,1,45.0,2.0,,0,0.60000002,0.46666667,Control,0,0,0
303537,3139,303,3,1,1,40.0,12.0,,0,0.89999998,0.69999999,Control,0,0,0
303180,3132,303,3,1,1,76.0,1.0,,1,0.68965518,0.65517241,Control,0,0,0
303206,3139,303,3,0,0,33.0,9.0,,1,0.89999998,0.69999999,Control,0,0,0
303147,3004,303,3,1,1,30.0,15.0,1.0,0,0.60000002,0.44999999,Control,0,0,0
303592,3132,303,3,1,1,65.0,1.0,1.0,0,0.6785714,0.64285713,Control,0,0,0
303375,3136,303,3,1,1,50.0,2.0,,0,0.46666667,0.33333334,Control,0,0,0
303348,3137,303,3,0,0,29.0,9.0,0.0,1,0.80769229,0.73076922,Control,0,0,0
303921,3133,303,3,1,1,28.0,15.0,1.0,0,0.83333331,0.75,Control,0,0,0
303143,3004,303,3,0,1,25.0,1.0,0.0,0,0.60000002,0.44999999,Control,0,0,0
303508,3140,303,3,0,0,25.0,9.0,,1,0.89473683,0.68421054,Control,0,0,0
303526,3139,303,3,0,1,75.0,1.0,,0,0.89999998,0.69999999,Control,0,0,0
303286,3133,303,3,1,1,41.0,2.0,,0,0.83783782,0.75675678,Control,0,0,0
303261,3134,303,3,1,1,65.0,13.0,,0,0.9375,0.75,Control,0,0,0
303291,3132,303,3,1,1,33.0,2.0,,0,0.68965518,0.65517241,Control,0,0,0
303641,3138,303,3,1,1,62.0,12.0,0.0,0,0.22222222,0.16666667,Control,0,0,0
303131,3004,303,3,0,0,37.0,2.0,1.0,1,0.60000002,0.44999999,Control,0,0,0
303309,3005,303,3,0,0,35.0,2.0,,1,0.60000002,0.46666667,Control,0,0,0
303587,3133,303,3,0,0,65.0,1.0,,1,0.83783782,0.75675678,Control,0,0,0
303912,3138,303,3,1,1,32.0,2.0,0.0,0,0.22222222,0.16666667,Control,0,0,0
303652,3138,303,3,1,1,46.0,2.0,,0,0.2631579,0.21052632,Control,0,0,0
303214,3139,303,3,1,1,58.0,2.0,0.0,0,0.89655173,0.7241379,Control,0,0,0
303126,3004,303,3,0,0,40.0,2.0,1.0,1,0.60000002,0.44999999,Control,0,0,0
303904,3139,303,3,0,1,55.0,1.0,1.0,0,0.89655173,0.7241379,Control,0,0,0
303360,3137,303,3,1,1,50.0,1.0,,0,0.77777779,0.7037037,Control,0,0,0
303467,3003,303,3,0,1,75.0,2.0,,0,0.59090906,0.5,Control,0,0,0
303111,3004,303,3,0,0,20.0,10.0,1.0,1,0.60000002,0.44999999,Control,0,0,0
303262,3134,303,3,1,1,45.0,2.0,,0,0.9375,0.75,Control,0,0,0
303658,3138,303,3,1,1,70.0,2.0,,0,0.2631579,0.21052632,Control,0,0,0
303530,3139,303,3,0,1,25.0,11.0,,1,0.89999998,0.69999999,Control,0,0,0
303192,3133,303,3,1,1,65.0,1.0,1.0,0,0.83333331,0.75,Control,0,0,0
303224,3136,303,3,0,0,48.0,1.0,,1,0.46666667,0.33333334,Control,0,0,0
303344,3137,303,3,1,1,29.0,14.0,,0,0.77777779,0.7037037,Control,0,0,0
303806,3132,303,3,0,0,50.0,1.0,0.0,1,0.71428573,0.6785714,Control,0,0,0
303114,3004,303,3,1,1,44.0,1.0,1.0,0,0.55000001,0.40000001,Control,0,0,0
303635,3137,303,3,0,0,40.0,6.0,0.0,1,0.80769229,0.73076922,Control,0,0,0
303579,3133,303,3,1,1,38.0,2.0,,0,0.83783782,0.75675678,Control,0,0,0
303247,3136,303,3,0,0,24.0,2.0,0.0,1,0.5,0.35714287,Control,0,0,0
303686,3003,303,3,0,0,48.0,2.0,0.0,1,0.61904764,0.52380955,Control,0,0,0
303581,3133,303,3,0,0,18.0,18.0,,1,0.83783782,0.75675678,Control,0,0,0
303248,3136,303,3,0,0,21.0,1.0,,1,0.46666667,0.33333334,Control,0,0,0
303284,3133,303,3,1,1,60.0,1.0,,0,0.83783782,0.75675678,Control,0,0,0
303664,3138,303,3,0,0,38.0,8.0,0.0,1,0.27777779,0.22222222,Control,0,0,0
303355,3137,303,3,1,1,60.0,1.0,0.0,0,0.76923078,0.69230771,Control,0,0,0
303198,3132,303,3,0,0,40.0,1.0,1.0,1,0.71428573,0.6785714,Control,0,0,0
303456,3133,303,3,1,1,,2.0,,0,0.83783782,0.75675678,Control,0,0,0
303646,3138,303,3,0,1,38.0,7.0,,1,0.2631579,0.21052632,Control,0,0,0
303674,3136,303,3,1,1,35.0,7.0,,1,0.46666667,0.33333334,Control,0,0,0
303130,3004,303,3,0,0,70.0,2.0,1.0,1,0.55000001,0.44999999,Control,0,0,0
303682,3136,303,3,0,0,28.0,2.0,0.0,1,0.5,0.35714287,Control,0,0,0
303452,3003,303,3,0,0,26.0,1.0,,1,0.59090906,0.5,Control,0,0,0
303406,3136,303,3,0,0,22.0,9.0,0.0,1,0.42857143,0.2857143,Control,0,0,0
303418,3135,303,3,0,0,60.0,1.0,,1,0.46666667,0.33333334,Control,0,0,0
303246,3136,303,3,0,1,35.0,2.0,,0,0.46666667,0.33333334,Control,0,0,0
303527,3139,303,3,1,1,28.0,2.0,,0,0.89999998,0.69999999,Control,0,0,0
303376,3134,303,3,1,1,70.0,2.0,1.0,0,0.93333334,0.73333335,Control,0,0,0
303221,3139,303,3,1,1,60.0,13.0,1.0,1,0.89655173,0.68965518,Control,0,0,0
303663,3138,303,3,0,0,75.0,1.0,0.0,1,0.27777779,0.22222222,Control,0,0,0
303920,3138,303,3,0,0,35.0,2.0,0.0,1,0.27777779,0.22222222,Control,0,0,0
303359,3137,303,3,0,0,50.0,1.0,,1,0.77777779,0.7037037,Control,0,0,0
303902,3136,303,3,1,1,32.0,2.0,0.0,0,0.42857143,0.2857143,Control,0,0,0
303129,3004,303,3,0,0,32.0,2.0,1.0,1,0.60000002,0.44999999,Control,0,0,0
303905,3005,303,3,1,1,50.0,9.0,1.0,0,0.5714286,0.42857143,Control,0,0,0
303586,3133,303,3,0,0,31.0,7.0,0.0,1,0.83333331,0.77777779,Control,0,0,0
303227,3135,303,3,0,0,52.0,2.0,0.0,1,0.5,0.35714287,Control,0,0,0
303517,3139,303,3,0,0,40.0,2.0,,1,0.89999998,0.69999999,Control,0,0,0
303292,3132,303,3,1,1,30.0,1.0,1.0,0,0.6785714,0.64285713,Control,0,0,0
303301,3005,303,3,0,0,60.0,1.0,0.0,1,0.64285713,0.5,Control,0,0,0
303193,3132,303,3,1,1,58.0,1.0,,0,0.68965518,0.65517241,Control,0,0,0
303458,3003,303,3,1,1,48.0,1.0,,0,0.59090906,0.5,Control,0,0,0
303655,3138,303,3,1,1,52.0,2.0,,0,0.2631579,0.21052632,Control,0,0,0
303307,3005,303,3,0,0,60.0,2.0,,1,0.60000002,0.46666667,Control,0,0,0
303209,3139,303,3,1,1,20.0,9.0,0.0,1,0.89655173,0.68965518,Control,0,0,0
303466,3003,303,3,0,1,22.0,8.0,0.0,0,0.5714286,0.47619048,Control,0,0,0
303640,3138,303,3,0,1,48.0,2.0,0.0,0,0.22222222,0.16666667,Control,0,0,0
303410,3135,303,3,0,0,34.0,2.0,,1,0.46666667,0.33333334,Control,0,0,0
303608,3139,303,3,1,1,29.0,2.0,1.0,0,0.89655173,0.68965518,Control,0,0,0
303907,3004,303,3,1,1,25.0,8.0,,0,0.5714286,0.42857143,Control,0,0,0
303104,3004,303,3,0,0,36.0,2.0,,1,0.5714286,0.42857143,Control,0,0,0
303910,3138,303,3,0,1,50.0,1.0,,0,0.2631579,0.21052632,Control,0,0,0
303191,3133,303,3,0,1,30.0,9.0,1.0,0,0.83333331,0.77777779,Control,0,0,0
303449,3003,303,3,0,0,32.0,2.0,0.0,1,0.61904764,0.52380955,Control,0,0,0
303414,3135,303,3,0,1,24.0,1.0,,0,0.46666667,0.33333334,Control,0,0,0
303429,3003,303,3,0,1,30.0,9.0,,0,0.59090906,0.5,Control,0,0,0
303677,3136,303,3,0,0,50.0,2.0,,1,0.46666667,0.33333334,Control,0,0,0
303692,3005,303,3,0,0,55.0,2.0,,1,0.60000002,0.46666667,Control,0,0,0
303464,3003,303,3,0,1,22.0,8.0,,1,0.59090906,0.5,Control,0,0,0
303460,3132,303,3,1,1,36.0,2.0,0.0,0,0.6785714,0.64285713,Control,0,0,0
303676,3136,303,3,1,1,36.0,2.0,,0,0.46666667,0.33333334,Control,0,0,0
303213,3139,303,3,1,1,38.0,12.0,,0,0.89999998,0.69999999,Control,0,0,0
303161,3132,303,3,1,1,37.0,2.0,0.0,0,0.71428573,0.6785714,Control,0,0,0
303603,3139,303,3,0,1,45.0,13.0,0.0,0,0.89655173,0.68965518,Control,0,0,0
303417,3135,303,3,1,1,30.0,2.0,0.0,0,0.5,0.35714287,Control,0,0,0
303298,3132,303,3,1,1,30.0,2.0,,0,0.68965518,0.65517241,Control,0,0,0
303805,3132,303,3,0,0,35.0,1.0,0.0,1,0.71428573,0.6785714,Control,0,0,0
303352,3137,303,3,1,1,46.0,2.0,0.0,0,0.76923078,0.69230771,Control,0,0,0
303684,3003,303,3,0,0,25.0,2.0,,1,0.59090906,0.5,Control,0,0,0
303361,3137,303,3,0,0,32.0,1.0,,1,0.77777779,0.7037037,Control,0,0,0
303809,3132,303,3,0,0,70.0,2.0,,1,0.68965518,0.65517241,Control,0,0,0
303241,3135,303,3,1,1,50.0,9.0,,0,0.46666667,0.33333334,Control,0,0,0
303669,3138,303,3,0,0,65.0,1.0,,1,0.2631579,0.21052632,Control,0,0,0
303403,3136,303,3,0,0,28.0,1.0,,1,0.46666667,0.33333334,Control,0,0,0
303645,3138,303,3,1,1,53.0,7.0,,0,0.2631579,0.21052632,Control,0,0,0
303469,3003,303,3,0,0,22.0,7.0,,1,0.59090906,0.5,Control,0,0,0
303228,3135,303,3,0,0,50.0,2.0,0.0,1,0.5,0.35714287,Control,0,0,0
303574,3133,303,3,1,1,20.0,2.0,,0,0.83783782,0.75675678,Control,0,0,0
303511,3140,303,3,0,0,38.0,2.0,1.0,1,0.94444442,0.72222221,Control,0,0,0
303634,3137,303,3,1,1,35.0,2.0,,0,0.77777779,0.7037037,Control,0,0,0
303225,3135,303,3,0,0,42.0,2.0,0.0,1,0.5,0.35714287,Control,0,0,0
303264,3134,303,3,0,1,28.0,14.0,,0,0.9375,0.75,Control,0,0,0
303567,3133,303,3,1,1,50.0,2.0,0.0,0,0.83333331,0.75,Control,0,0,0
303356,3137,303,3,0,0,45.0,1.0,,1,0.77777779,0.7037037,Control,0,0,0
303585,3133,303,3,1,1,60.0,2.0,,0,0.83783782,0.75675678,Control,0,0,0
303523,3139,303,3,1,1,46.0,9.0,1.0,0,0.89655173,0.68965518,Control,0,0,0
303167,3132,303,3,0,1,75.0,1.0,,0,0.68965518,0.65517241,Control,0,0,0
303800,3132,303,3,1,1,35.0,2.0,,0,0.68965518,0.65517241,Control,0,0,0
303689,3003,303,3,0,0,50.0,2.0,,1,0.59090906,0.5,Control,0,0,0
303559,3140,303,3,0,0,28.0,10.0,1.0,1,0.8888889,0.66666669,Control,0,0,0
303160,3132,303,3,0,1,55.0,1.0,,0,0.68965518,0.65517241,Control,0,0,0
303439,3003,303,3,0,1,81.0,8.0,0.0,0,0.5714286,0.47619048,Control,0,0,0
303275,3133,303,3,1,1,48.0,2.0,,0,0.83783782,0.75675678,Control,0,0,0
303331,3005,303,3,0,0,25.0,13.0,0.0,1,0.5714286,0.5,Control,0,0,0
303148,3004,303,3,0,0,60.0,8.0,,1,0.5714286,0.42857143,Control,0,0,0
303539,3140,303,3,1,1,40.0,2.0,,0,0.89473683,0.68421054,Control,0,0,0
303614,3139,303,3,0,1,67.0,1.0,1.0,0,0.89655173,0.7241379,Control,0,0,0
303911,3138,303,3,0,1,45.0,1.0,,0,0.2631579,0.21052632,Control,0,0,0
303447,3003,303,3,1,1,40.0,2.0,,0,0.59090906,0.5,Control,0,0,0
303222,3139,303,3,1,1,22.0,17.0,1.0,0,0.89655173,0.68965518,Control,0,0,0
303305,3005,303,3,1,1,45.0,1.0,,0,0.60000002,0.46666667,Control,0,0,0
303304,3005,303,3,0,0,62.0,2.0,0.0,1,0.64285713,0.5,Control,0,0,0
303306,3005,303,3,1,1,55.0,2.0,0.0,0,0.5714286,0.42857143,Control,0,0,0
303310,3005,303,3,0,0,32.0,2.0,,1,0.60000002,0.46666667,Control,0,0,0
303312,3005,303,3,0,0,65.0,1.0,0.0,1,0.64285713,0.5,Control,0,0,0
303303,3005,303,3,0,0,30.0,9.0,,1,0.60000002,0.46666667,Control,0,0,0
303484,3133,303,3,0,1,23.0,2.0,0.0,0,0.83333331,0.75,Control,0,0,0
303476,3133,303,3,0,0,30.0,2.0,,1,0.83783782,0.75675678,Control,0,0,0
303695,3003,303,3,1,1,60.0,1.0,,1,0.59090906,0.5,Control,0,0,0
303107,3004,303,3,0,1,60.0,8.0,1.0,0,0.60000002,0.44999999,Control,0,0,0
303638,3137,303,3,1,1,30.0,8.0,0.0,0,0.80769229,0.73076922,Control,0,0,0
303678,3136,303,3,0,0,75.0,2.0,,1,0.46666667,0.33333334,Control,0,0,0
303926,3003,303,3,0,0,45.0,2.0,0.0,1,0.61904764,0.52380955,Control,0,0,0
303444,3003,303,3,1,1,25.0,9.0,,0,0.59090906,0.5,Control,0,0,0
303379,3134,303,3,1,1,50.0,1.0,0.0,0,0.93333334,0.73333335,Control,0,0,0
303665,3138,303,3,1,1,26.0,2.0,,1,0.2631579,0.21052632,Control,0,0,0
303668,3138,303,3,1,1,50.0,1.0,0.0,1,0.27777779,0.22222222,Control,0,0,0
303426,3003,303,3,0,0,30.0,2.0,,1,0.59090906,0.5,Control,0,0,0
303610,3139,303,3,1,1,37.0,9.0,0.0,0,0.93103451,0.7241379,Control,0,0,0
